Gm#,Date,Tm,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled,year,team
98,"Sunday, Jul 23",BAL,HOU,W,9,7,,47-51,4,7.0,Givens,Gregerson,Britton,3:24,D,21533,+,,2017,BAL
105,"Monday, Jul 31",BAL,KCR,W-wo,2,1,,51-54,4,6.5,Britton,Soria,,2:33,N,20663,+++,,2017,BAL
106,"Tuesday, Aug 1",BAL,KCR,W,7,2,,52-54,4,6.0,Bundy,Kennedy,,2:54,N,20931,++++,,2017,BAL
107,"Wednesday, Aug 2",BAL,KCR,W,6,0,,53-54,4,5.5,Hellickson,Vargas,,2:47,N,14984,+++++,,2017,BAL
108,"Thursday, Aug 3",BAL,DET,L,5,7,,53-55,4,6.5,Saupold,Tillman,Greene,3:18,N,17157,-,,2017,BAL
109,"Friday, Aug 4",BAL,DET,L,2,5,,53-56,4,7.5,Verlander,Givens,Rondon,2:52,N,22882,--,,2017,BAL
110,"Saturday, Aug 5",BAL,DET,W,5,2,,54-56,4,7.5,Brach,Jimenez,Britton,3:14,N,33911,+,,2017,BAL
111,"Sunday, Aug 6",BAL,DET,W,12,3,,55-56,4,7.5,Jimenez,Sanchez,,3:10,D,30144,++,,2017,BAL
122,"Friday, Aug 18",BAL,LAA,W-wo,9,7,,60-62,3,10.5,O'Day,Middleton,,3:13,N,26185,+,,2017,BAL
123,"Saturday, Aug 19",BAL,LAA,L,1,5,,60-63,3,10.5,Ramirez,Gausman,,3:15,N,43929,-,,2017,BAL
124,"Sunday, Aug 20",BAL,LAA,L,4,5,,60-64,3,11.5,Bedrosian,Brach,Norris,3:25,D,24715,--,,2017,BAL
125,"Monday, Aug 21",BAL,OAK,W,7,3,,61-64,3,10.5,Miley,Smith,Britton,3:12,N,16020,+,,2017,BAL
126,"Tuesday, Aug 22",BAL,OAK,L,4,6,,61-65,4,11.5,Castro,Jimenez,Treinen,3:16,N,18493,-,,2017,BAL
127,"Wednesday, Aug 23",BAL,OAK,W-wo,8,7,12,62-65,3,11.5,Castro,Castro,,4:20,D,20072,+,,2017,BAL
131,"Monday, Aug 28",BAL,SEA,W,7,6,,66-65,3,8.0,Hart,Pagan,Britton,3:01,N,15106,+++++,,2017,BAL
132,"Tuesday, Aug 29",BAL,SEA,W,4,0,,67-65,3,8.0,Bundy,Ramirez,,2:26,N,13736,++++++,,2017,BAL
133,"Wednesday, Aug 30",BAL,SEA,W,8,7,,68-65,3,8.0,Brach,Bergman,Britton,3:07,D,16983,+++++++,,2017,BAL
134,"Thursday, Aug 31",BAL,TOR,L,8,11,,68-66,3,8.0,Estrada,Hellickson,Osuna,3:28,N,13802,-,,2017,BAL
135,"Friday, Sep 1",BAL,TOR,W-wo,1,0,13,69-66,3,8.0,Yacabonis,Loup,,4:27,N,16627,+,,2017,BAL
136,"Saturday, Sep 2",BAL,TOR,L,2,7,,69-67,3,8.0,Dermody,Miley,,3:02,N,14815,-,,2017,BAL
137,"Sunday, Sep 3",BAL,TOR,W-wo,5,4,12,70-67,3,7.0,Yacabonis,Barnes,,3:40,D,27231,+,,2017,BAL
138,"Monday, Sep 4",BAL,NYY,L,4,7,,70-68,3,7.0,Green,Bundy,,3:25,D,37622,-,,2017,BAL
139,"Tuesday, Sep 5",BAL,NYY,W-wo,7,6,,71-68,3,7.0,Britton,Betances,,3:34,N,14377,+,,2017,BAL
140,"Thursday, Sep 7",BAL,NYY,L,1,9,,71-69,3,8.0,Gray,Gausman,,3:19,D,14946,-,,2017,BAL
151,"Monday, Sep 18",BAL,BOS,L,8,10,11,73-78,4,13.5,Barnes,Castro,Smith,4:24,N,16716,-,,2017,BAL
152,"Tuesday, Sep 19",BAL,BOS,L,0,1,11,73-79,4,14.5,Kelly,Brach,Barnes,3:27,N,21449,--,,2017,BAL
153,"Wednesday, Sep 20",BAL,BOS,L,0,9,,73-80,4,15.5,Sale,Miley,,3:11,N,16906,---,,2017,BAL
154,"Thursday, Sep 21",BAL,TBR,W,3,1,,74-80,4,15.0,Ynoa,Andriese,Brach,2:28,N,14967,+,,2017,BAL
155,"Friday, Sep 22",BAL,TBR,L,3,8,,74-81,4,16.0,Cobb,Jimenez,,3:07,N,28835,-,,2017,BAL
156,"Saturday, Sep 23",BAL,TBR,L,6,9,,74-82,4,17.0,Odorizzi,Hellickson,Colome,3:34,N,42802,--,,2017,BAL
157,"Sunday, Sep 24",BAL,TBR,W,9,4,,75-82,4,17.0,Givens,Archer,,3:10,D,23424,+,,2017,BAL
1,"Thursday, Mar 29",BAL,MIN,W-wo,3,2,11,1-0,1,Tied,Bleier,Rodney,,3:31,D,45469,+,,2018,BAL
2,"Saturday, Mar 31",BAL,MIN,L,2,6,,1-1,3,0.5,Gibson,Cashner,,2:50,N,17763,-,,2018,BAL
3,"Sunday, Apr 1",BAL,MIN,L,0,7,,1-2,4,1.5,Berrios,Gausman,,2:35,D,17212,--,,2018,BAL
11,"Monday, Apr 9",BAL,TOR,L,1,7,,4-7,4,5.0,Happ,Bundy,,2:56,N,7915,-,,2018,BAL
12,"Tuesday, Apr 10",BAL,TOR,L,1,2,,4-8,4,6.0,Sanchez,O'Day,Osuna,2:37,N,8640,--,,2018,BAL
13,"Wednesday, Apr 11",BAL,TOR,W,5,3,,5-8,4,5.0,Gausman,Estrada,Brach,2:57,N,10399,+,,2018,BAL
20,"Friday, Apr 20",BAL,CLE,W,3,1,,6-14,5,11.5,Bundy,Bauer,O'Day,2:52,N,20004,+,,2018,BAL
21,"Saturday, Apr 21",BAL,CLE,L,0,4,,6-15,5,11.5,Clevinger,Tillman,,2:21,D,29187,-,,2018,BAL
22,"Sunday, Apr 22",BAL,CLE,L,3,7,,6-16,5,11.5,Kluber,Cashner,,2:54,D,27394,--,,2018,BAL
23,"Monday, Apr 23",BAL,CLE,L,1,2,,6-17,5,12.0,Carrasco,Gausman,Allen,2:21,N,10614,---,,2018,BAL
24,"Wednesday, Apr 25",BAL,TBR,L,4,8,,6-18,5,12.5,Kittredge,Cobb,,2:53,N,8730,----,,2018,BAL
25,"Thursday, Apr 26",BAL,TBR,L,5,9,,6-19,5,13.5,Archer,Bundy,,3:20,N,9596,-----,,2018,BAL
26,"Friday, Apr 27",BAL,DET,W,6,0,,7-19,5,12.5,Tillman,Fiers,,2:26,N,14223,+,,2018,BAL
27,"Saturday, Apr 28",BAL,DET,L,5,9,,7-20,5,12.5,Liriano,Cashner,,3:13,N,20896,-,,2018,BAL
28,"Sunday, Apr 29",BAL,DET,W,5,3,,8-20,5,12.5,Gausman,Norris,O'Day,3:01,D,28089,+,,2018,BAL
35,"Tuesday, May 8",BAL,KCR,L,7,15,,8-27,5,17.0,Duffy,Bundy,,3:21,N,10863,-------,,2018,BAL
36,"Wednesday, May 9",BAL,KCR,W,5,3,,9-27,5,17.0,Bleier,McCarthy,Brach,2:45,N,14375,+,,2018,BAL
37,"Thursday, May 10",BAL,KCR,W,11,6,,10-27,5,16.0,Castro,Kennedy,,2:57,N,17842,++,,2018,BAL
38,"Friday, May 11",BAL,TBR,W,9,4,,11-27,5,15.0,Gausman,Faria,Brach,2:36,N,28170,+++,,2018,BAL
39,"Saturday, May 12 (1)",BAL,TBR,W,6,3,,12-27,5,15.5,Hess,Archer,Givens,2:27,D,,++++,,2018,BAL
40,"Saturday, May 12 (2)",BAL,TBR,L,3,10,,12-28,5,15.5,Romo,Cobb,,2:58,D,24534,-,,2018,BAL
41,"Sunday, May 13",BAL,TBR,W,17,1,,13-28,5,15.5,Bundy,Snell,,3:01,D,25257,+,,2018,BAL
42,"Wednesday, May 16",BAL,PHI,L,1,4,,13-29,5,15.5,Pivetta,Cashner,,2:42,D,29706,-,,2018,BAL
54,"Monday, May 28",BAL,WSN,L,0,6,,17-37,5,20.0,Gonzalez,Cobb,,2:44,D,36139,---,,2018,BAL
55,"Tuesday, May 29",BAL,WSN,L,2,3,,17-38,5,21.0,Hellickson,Bundy,Doolittle,3:14,N,13935,----,,2018,BAL
56,"Wednesday, May 30",BAL,WSN,L,0,2,,17-39,5,22.0,Scherzer,Hess,Doolittle,2:34,N,20370,-----,,2018,BAL
57,"Friday, Jun 1",BAL,NYY,L,1,4,,17-40,5,21.5,Gray,Cashner,Chapman,3:03,N,26500,------,,2018,BAL
58,"Saturday, Jun 2",BAL,NYY,L,5,8,,17-41,5,22.5,Tanaka,Gausman,,3:31,D,32823,-------,,2018,BAL
65,"Monday, Jun 11",BAL,BOS,L,0,2,12,19-46,5,25.0,Hembree,Givens,Kimbrel,3:45,N,15934,-----,,2018,BAL
66,"Tuesday, Jun 12",BAL,BOS,L,4,6,,19-47,5,26.0,Rodriguez,Hess,,3:58,N,21837,------,,2018,BAL
67,"Wednesday, Jun 13",BAL,BOS,L,1,5,,19-48,5,27.0,Sale,Ramirez,,3:20,D,17217,-------,,2018,BAL
68,"Friday, Jun 15",BAL,MIA,L,0,2,,19-49,5,27.5,Urena,Gausman,Barraclough,2:43,N,23968,--------,,2018,BAL
69,"Saturday, Jun 16",BAL,MIA,L,4,5,,19-50,5,28.0,Chen,Cobb,Steckenrider,2:41,D,23948,---------,,2018,BAL
70,"Sunday, Jun 17",BAL,MIA,W,10,4,,20-50,5,27.5,Bundy,Richards,,3:11,D,21421,+,,2018,BAL
77,"Monday, Jun 25",BAL,SEA,L,3,5,,23-54,5,28.5,Hernandez,Castro,Diaz,3:02,N,21202,--,,2018,BAL
78,"Tuesday, Jun 26",BAL,SEA,L,2,3,,23-55,5,29.5,Paxton,O'Day,Diaz,2:41,N,16327,---,,2018,BAL
79,"Wednesday, Jun 27",BAL,SEA,L,7,8,11,23-56,5,30.0,Bradford,Givens,Diaz,3:39,N,15502,----,,2018,BAL
80,"Thursday, Jun 28",BAL,SEA,L,2,4,10,23-57,5,31.0,Pazos,Castro,Nicasio,3:04,D,14263,-----,,2018,BAL
81,"Friday, Jun 29",BAL,LAA,L,1,7,,23-58,5,31.0,Pena,Hess,,2:53,N,24007,------,,2018,BAL
82,"Saturday, Jun 30",BAL,LAA,L,2,6,,23-59,5,32.0,Anderson,Givens,,3:09,D,38838,-------,,2018,BAL
83,"Sunday, Jul 1",BAL,LAA,W,8,2,,24-59,5,31.0,Gausman,McGuire,,2:29,D,18351,+,,2018,BAL
90,"Monday, Jul 9 (1)",BAL,NYY,W,5,4,,25-65,5,37.5,Wright,Sabathia,Britton,2:55,N,,+,,2018,BAL
91,"Monday, Jul 9 (2)",BAL,NYY,L,2,10,,25-66,5,37.5,Cessa,Ramirez,Gallegos,3:13,N,26340,-,,2018,BAL
92,"Tuesday, Jul 10",BAL,NYY,W-wo,6,5,,26-66,5,37.5,Britton,Betances,,3:07,N,18418,+,,2018,BAL
93,"Wednesday, Jul 11",BAL,NYY,L,0,9,,26-67,5,38.5,Gray,Bundy,,3:22,N,17808,-,,2018,BAL
94,"Thursday, Jul 12",BAL,PHI,L,4,5,,26-68,5,39.5,Pivetta,Gausman,Dominguez,3:04,N,20100,--,,2018,BAL
95,"Friday, Jul 13",BAL,TEX,L,4,5,,26-69,5,39.5,Hamels,Cobb,Kela,3:08,N,17348,---,,2018,BAL
96,"Saturday, Jul 14",BAL,TEX,W,1,0,,27-69,5,39.5,Brach,Perez,Britton,2:45,N,38328,+,,2018,BAL
97,"Sunday, Jul 15",BAL,TEX,W,6,5,,28-69,5,39.5,Scott,Minor,Britton,3:02,D,18754,++,,2018,BAL
101,"Monday, Jul 23",BAL,BOS,L,3,5,,28-73,5,42.5,Porcello,Gausman,Kimbrel,2:54,N,16885,----,,2018,BAL
102,"Tuesday, Jul 24",BAL,BOS,W,7,6,,29-73,5,41.5,Ramirez,Pomeranz,Brach,3:07,N,13342,+,,2018,BAL
103,"Thursday, Jul 26",BAL,TBR,L,3,4,,29-74,5,41.5,Yarbrough,Cobb,Pruitt,3:03,N,19025,-,,2018,BAL
104,"Friday, Jul 27",BAL,TBR,W,15,5,,30-74,5,41.5,Cashner,Archer,,3:10,N,15649,+,,2018,BAL
105,"Saturday, Jul 28",BAL,TBR,W,11,2,,31-74,5,41.5,Gausman,Stanek,,2:53,N,21526,++,,2018,BAL
106,"Sunday, Jul 29",BAL,TBR,W,11,5,,32-74,5,41.5,Bundy,Chirinos,,3:05,D,22454,+++,,2018,BAL
116,"Friday, Aug 10",BAL,BOS,L,12,19,,35-81,5,46.5,Pomeranz,Castro,,4:01,N,23649,--,,2018,BAL
117,"Saturday, Aug 11 (1)",BAL,BOS,L,0,5,,35-82,5,48.5,Price,Yacabonis,,2:48,D,18003,---,,2018,BAL
118,"Saturday, Aug 11 (2)",BAL,BOS,L,4,6,,35-83,5,48.5,Kelly,Wright,Kimbrel,3:39,N,24051,----,,2018,BAL
119,"Sunday, Aug 12",BAL,BOS,L,1,4,,35-84,5,49.5,Sale,Cobb,Kimbrel,3:04,D,25303,-----,,2018,BAL
120,"Tuesday, Aug 14",BAL,NYM,W,6,3,,36-84,5,49.5,Cashner,Wahl,Givens,2:38,N,20527,+,,2018,BAL
121,"Wednesday, Aug 15",BAL,NYM,L,5,16,,36-85,5,49.5,Wheeler,Bundy,,3:27,N,25045,-,,2018,BAL
128,"Friday, Aug 24",BAL,NYY,L,5,7,10,37-91,5,52.0,Green,Carroll,Britton,3:29,N,27150,-----,,2018,BAL
129,"Saturday, Aug 25 (1)",BAL,NYY,L,3,10,,37-92,5,52.5,Happ,Yacabonis,Cessa,3:06,D,32445,------,,2018,BAL
130,"Saturday, Aug 25 (2)",BAL,NYY,L,1,5,,37-93,5,52.5,Gray,Cashner,Betances,2:50,N,26236,-------,,2018,BAL
131,"Sunday, Aug 26",BAL,NYY,L,3,5,,37-94,5,52.5,Severino,Bundy,Robertson,3:18,N,17343,--------,,2018,BAL
132,"Monday, Aug 27",BAL,TOR,W,7,0,,38-94,5,52.0,Hess,Gaviglio,,2:49,N,15436,+,,2018,BAL
133,"Tuesday, Aug 28",BAL,TOR,W,12,5,,39-94,5,52.0,Rogers,Pannone,,3:02,N,11762,++,,2018,BAL
134,"Wednesday, Aug 29",BAL,TOR,W,10,5,,40-94,5,52.0,Gilmartin,Barnes,Givens,3:22,N,11834,+++,,2018,BAL
144,"Tuesday, Sep 11",BAL,OAK,L,2,3,,41-103,5,57.5,Fiers,Wright,Familia,2:45,N,9141,-----,,2018,BAL
145,"Wednesday, Sep 12",BAL,OAK,L,0,10,,41-104,5,58.5,Mengden,Cashner,,2:39,N,10480,------,,2018,BAL
146,"Thursday, Sep 13",BAL,OAK,W,5,3,,42-104,5,58.5,Bundy,Anderson,Givens,2:51,N,11714,+,,2018,BAL
147,"Friday, Sep 14",BAL,CHW,L,6,8,,42-105,5,58.5,Shields,Ortiz,Jones,3:35,N,18265,-,,2018,BAL
148,"Saturday, Sep 15",BAL,CHW,L,0,2,,42-106,5,59.5,Lopez,Ramirez,Minaya,2:52,N,23266,--,,2018,BAL
149,"Sunday, Sep 16",BAL,CHW,W,8,4,,43-106,5,59.5,Meisinger,Giolito,Fry,3:27,D,19104,+,,2018,BAL
150,"Monday, Sep 17",BAL,TOR,L,0,5,,43-107,5,60.0,Borucki,Phillips,,2:16,N,8198,-,,2018,BAL
151,"Tuesday, Sep 18",BAL,TOR,L,4,6,,43-108,5,60.0,Petricka,Bundy,Giles,2:47,N,9096,--,,2018,BAL
152,"Wednesday, Sep 19",BAL,TOR,W,2,1,,44-108,5,59.0,Wright,Estrada,Givens,2:34,N,11337,+,,2018,BAL
159,"Friday, Sep 28",BAL,HOU,L,1,2,,46-113,5,60.5,Sipp,Scott,Osuna,2:39,N,18434,-,,2018,BAL
160,"Saturday, Sep 29 (1)",BAL,HOU,L,3,4,,46-114,5,61.0,Harris,Gilmartin,Rondon,2:58,N,,--,,2018,BAL
161,"Saturday, Sep 29 (2)",BAL,HOU,L,2,5,,46-115,5,61.0,Peacock,Ramirez,Pressly,2:53,N,26020,---,,2018,BAL
162,"Sunday, Sep 30",BAL,HOU,W,4,0,,47-115,5,61.0,Fry,Peacock,,2:23,D,24916,+,,2018,BAL
7,"Thursday, Apr 4",BAL,NYY,L,4,8,,4-3,2,1.0,Paxton,Wright,,3:27,D,44182,--,,2019,BAL
8,"Saturday, Apr 6",BAL,NYY,L,4,6,,4-4,2,1.5,Ottavino,Castro,Chapman,3:42,N,27504,---,,2019,BAL
9,"Sunday, Apr 7",BAL,NYY,L,3,15,,4-5,3,2.5,German,Hess,,3:05,D,33102,----,,2019,BAL
10,"Monday, Apr 8",BAL,OAK,W,12,4,,5-5,2,2.5,Cashner,Estrada,,3:07,N,6585,+,,2019,BAL
11,"Tuesday, Apr 9",BAL,OAK,L,2,13,,5-6,2,3.5,Anderson,Means,,2:53,N,7738,-,,2019,BAL
12,"Wednesday, Apr 10",BAL,OAK,L,3,10,,5-7,2,4.5,Montas,Straily,,2:35,N,7974,--,,2019,BAL
13,"Thursday, Apr 11",BAL,OAK,L,5,8,,5-8,3,5.0,Brooks,Bundy,Treinen,2:50,D,8374,---,,2019,BAL
21,"Saturday, Apr 20 (1)",BAL,MIN,L,5,6,,8-13,5,6.5,Berrios,Yacabonis,Rogers,3:16,N,,-,,2019,BAL
22,"Saturday, Apr 20 (2)",BAL,MIN,L,7,16,,8-14,5,6.5,Perez,Cobb,,2:50,N,28409,--,,2019,BAL
23,"Sunday, Apr 21",BAL,MIN,L,3,4,,8-15,5,6.5,Gibson,Bundy,Rogers,3:08,D,11018,---,,2019,BAL
24,"Monday, Apr 22",BAL,CHW,L,2,12,,8-16,5,7.5,Fry,Hess,,3:26,N,8555,----,,2019,BAL
25,"Tuesday, Apr 23",BAL,CHW,W,9,1,,9-16,5,7.5,Cashner,Nova,,2:56,N,8953,+,,2019,BAL
26,"Wednesday, Apr 24",BAL,CHW,W,4,3,,10-16,5,6.5,Means,Santana,Givens,2:56,N,10550,++,,2019,BAL
33,"Friday, May 3",BAL,TBR,L,0,7,,11-22,5,10.5,Glasnow,Straily,,2:38,N,10034,--,,2019,BAL
34,"Saturday, May 4",BAL,TBR,W,3,0,,12-22,5,9.5,Bundy,Chirinos,Givens,2:19,N,15241,+,,2019,BAL
35,"Monday, May 6",BAL,BOS,W,4,1,,13-22,5,9.5,Means,Smith,Givens,2:39,N,11042,++,,2019,BAL
36,"Tuesday, May 7",BAL,BOS,L,5,8,,13-23,5,10.5,Walden,Kline,Barnes,3:21,N,10703,-,,2019,BAL
37,"Wednesday, May 8",BAL,BOS,L,1,2,12,13-24,5,10.5,Brasier,Ramirez,Hembree,4:01,N,12451,--,,2019,BAL
38,"Friday, May 10",BAL,LAA,L,3,8,,13-25,5,10.5,Cahill,Straily,,3:04,N,14495,---,,2019,BAL
39,"Saturday, May 11",BAL,LAA,L,2,7,,13-26,5,11.5,Bard,Bundy,,3:34,D,21106,----,,2019,BAL
40,"Sunday, May 12",BAL,LAA,W,5,1,,14-26,5,10.5,Means,Canning,,3:08,D,16387,+,,2019,BAL
47,"Monday, May 20",BAL,NYY,L,7,10,,15-32,5,14.5,Britton,Givens,Chapman,3:35,N,16457,---,,2019,BAL
48,"Tuesday, May 21",BAL,NYY,L,4,11,,15-33,5,15.5,German,Hess,Hale,2:49,N,17389,----,,2019,BAL
49,"Wednesday, May 22",BAL,NYY,L,5,7,,15-34,5,16.5,Sabathia,Straily,Chapman,3:18,N,17849,-----,,2019,BAL
50,"Thursday, May 23",BAL,NYY,L,5,6,,15-35,5,17.5,Kahnle,Givens,Britton,3:02,D,30624,------,,2019,BAL
54,"Monday, May 27",BAL,DET,W,5,3,,17-37,5,18.5,Straily,Norris,Armstrong,2:55,D,18004,+,,2019,BAL
55,"Tuesday, May 28",BAL,DET,L,0,3,,17-38,5,18.5,Boyd,Bundy,Greene,3:00,N,8106,-,,2019,BAL
56,"Wednesday, May 29",BAL,DET,L,2,4,,17-39,5,19.5,Ramirez,Kline,Greene,2:35,N,10614,--,,2019,BAL
57,"Friday, May 31",BAL,SFG,W,9,6,,18-39,5,19.5,Cashner,Pomeranz,Bleier,3:09,N,17545,+,,2019,BAL
58,"Saturday, Jun 1",BAL,SFG,L,2,8,,18-40,5,20.5,Anderson,Hess,,2:48,D,19352,-,,2019,BAL
59,"Sunday, Jun 2",BAL,SFG,L,1,8,,18-41,5,20.5,Samardzija,Ynoa,,3:01,D,16991,--,,2019,BAL
66,"Tuesday, Jun 11",BAL,TOR,W,4,2,,21-45,5,20.0,Means,Thornton,Givens,2:55,N,12524,+,,2019,BAL
67,"Wednesday, Jun 12",BAL,TOR,L,6,8,,21-46,5,20.5,Jackson,Hess,Hudson,4:05,N,11153,-,,2019,BAL
68,"Thursday, Jun 13",BAL,TOR,L,3,12,,21-47,5,20.5,Stroman,Ynoa,,3:23,N,14910,--,,2019,BAL
69,"Friday, Jun 14",BAL,BOS,L,2,13,,21-48,5,21.0,Rodriguez,Ortiz,,3:24,N,19383,---,,2019,BAL
70,"Saturday, Jun 15",BAL,BOS,L,2,7,,21-49,5,21.5,Sale,Bundy,,3:19,D,30050,----,,2019,BAL
71,"Sunday, Jun 16",BAL,BOS,L,6,8,10,21-50,5,22.5,Workman,Givens,,4:44,D,27964,-----,,2019,BAL
79,"Tuesday, Jun 25",BAL,SDP,L,3,8,,22-57,5,29.0,Allen,Yacabonis,,2:47,N,21644,--,,2019,BAL
80,"Wednesday, Jun 26",BAL,SDP,L,5,10,,22-58,5,30.0,Strahm,Bundy,Stammen,3:18,D,13408,---,,2019,BAL
81,"Friday, Jun 28",BAL,CLE,W,13,0,,23-58,5,29.5,Means,Clevinger,,2:56,N,21248,+,,2019,BAL
82,"Saturday, Jun 29",BAL,CLE,W,13,0,,24-58,5,29.5,Cashner,Plesac,,2:57,D,26998,++,,2019,BAL
83,"Sunday, Jun 30",BAL,CLE,L,0,2,,24-59,5,30.5,Bieber,Ynoa,Hand,2:51,D,20048,-,,2019,BAL
90,"Friday, Jul 12",BAL,TBR,L,4,16,,27-63,5,31.5,Chirinos,Bundy,,2:49,N,22422,--,,2019,BAL
91,"Saturday, Jul 13 (1)",BAL,TBR,W,2,1,,28-63,5,31.0,Bleier,Poche,Givens,3:02,D,22596,+,,2019,BAL
92,"Saturday, Jul 13 (2)",BAL,TBR,L,4,12,,28-64,5,31.0,Morton,Means,,3:02,N,24810,-,,2019,BAL
93,"Sunday, Jul 14",BAL,TBR,L,1,4,,28-65,5,32.0,Yarbrough,Eshelman,Pagan,2:45,D,14082,--,,2019,BAL
94,"Tuesday, Jul 16",BAL,WSN,L,1,8,,28-66,5,32.5,Voth,Wojciechowski,,3:10,N,23362,---,,2019,BAL
95,"Wednesday, Jul 17",BAL,WSN,W,9,2,,29-66,5,32.0,Ynoa,Suero,Givens,2:51,N,20786,+,,2019,BAL
96,"Friday, Jul 19",BAL,BOS,W,11,2,,30-66,5,33.0,Means,Price,,3:07,N,18243,++,,2019,BAL
97,"Saturday, Jul 20",BAL,BOS,L,6,17,,30-67,5,34.0,Porcello,Eshelman,,3:29,N,21339,-,,2019,BAL
98,"Sunday, Jul 21",BAL,BOS,W,5,0,,31-67,5,33.0,Wojciechowski,Cashner,,2:44,D,18173,+,,2019,BAL
108,"Thursday, Aug 1",BAL,TOR,L,2,11,,36-72,5,32.5,Thornton,Wojciechowski,,3:17,N,9716,-,,2019,BAL
109,"Friday, Aug 2",BAL,TOR,L,2,5,,36-73,5,33.5,Kingham,Brooks,Law,3:04,N,16331,--,,2019,BAL
110,"Saturday, Aug 3",BAL,TOR,W,6,4,,37-73,5,34.0,Givens,Boshers,Fry,2:59,N,12951,+,,2019,BAL
111,"Sunday, Aug 4",BAL,TOR,W,6,5,,38-73,5,34.0,Eshelman,Reid-Foley,Armstrong,3:08,D,18837,++,,2019,BAL
112,"Monday, Aug 5",BAL,NYY,L,6,9,,38-74,5,35.0,Ottavino,Fry,Chapman,3:14,N,20151,-,,2019,BAL
113,"Tuesday, Aug 6",BAL,NYY,L,4,9,,38-75,5,36.0,Cortes,Wojciechowski,Ottavino,3:22,N,17201,--,,2019,BAL
114,"Wednesday, Aug 7",BAL,NYY,L,2,14,,38-76,5,37.0,Paxton,Means,,3:08,N,16299,---,,2019,BAL
115,"Friday, Aug 9",BAL,HOU,L,2,3,,38-77,5,37.5,Miley,Bundy,Osuna,2:58,N,19407,----,,2019,BAL
116,"Saturday, Aug 10",BAL,HOU,L,2,23,,38-78,5,37.5,Sanchez,Brooks,,3:03,N,21903,-----,,2019,BAL
117,"Sunday, Aug 11",BAL,HOU,W-wo,8,7,,39-78,5,37.5,Bleier,Osuna,,3:51,D,17979,+,,2019,BAL
125,"Monday, Aug 19",BAL,KCR,L,4,5,,39-86,5,43.5,Lopez,Means,Kennedy,3:05,N,11659,--------,,2019,BAL
126,"Tuesday, Aug 20",BAL,KCR,W,4,1,,40-86,5,42.5,Harvey,Barnes,Givens,2:19,N,11826,+,,2019,BAL
127,"Wednesday, Aug 21",BAL,KCR,W,8,1,,41-86,5,41.5,Brooks,Montgomery,,2:52,N,9872,++,,2019,BAL
128,"Thursday, Aug 22",BAL,TBR,L,2,5,,41-87,5,41.5,Drake,Castro,Pagan,3:29,N,8153,-,,2019,BAL
129,"Friday, Aug 23",BAL,TBR,L,1,7,,41-88,5,42.5,Richards,Blach,Slegers,2:25,N,14762,--,,2019,BAL
130,"Saturday, Aug 24",BAL,TBR,W,7,1,,42-88,5,41.5,Means,Alvarado,,2:38,N,11409,+,,2019,BAL
131,"Sunday, Aug 25",BAL,TBR,W,8,3,,43-88,5,41.5,Bundy,Castillo,,2:54,D,13287,++,,2019,BAL
140,"Thursday, Sep 5",BAL,TEX,L,1,3,,46-94,5,45.5,Allard,Means,Leclerc,2:35,N,8209,--,,2019,BAL
141,"Friday, Sep 6",BAL,TEX,L,6,7,,46-95,5,45.5,Martin,Fry,Leclerc,3:03,N,10596,---,,2019,BAL
142,"Saturday, Sep 7",BAL,TEX,L,4,9,,46-96,5,46.5,Mendez,Brooks,,3:11,N,11796,----,,2019,BAL
143,"Sunday, Sep 8",BAL,TEX,L,4,10,,46-97,5,47.5,Minor,Wojciechowski,,3:20,D,16142,-----,,2019,BAL
144,"Tuesday, Sep 10",BAL,LAD,L,3,7,,46-98,5,48.0,Buehler,Blach,,2:46,N,12356,------,,2019,BAL
145,"Wednesday, Sep 11",BAL,LAD,W,7,3,,47-98,5,47.5,Armstrong,Ferguson,,2:59,N,11438,+,,2019,BAL
146,"Thursday, Sep 12",BAL,LAD,L,2,4,,47-99,5,49.0,Gonsolin,Bundy,Jansen,3:09,N,12746,-,,2019,BAL
151,"Tuesday, Sep 17",BAL,TOR,L,5,8,,49-102,5,49.5,Law,Givens,,3:27,N,9280,--,,2019,BAL
152,"Wednesday, Sep 18",BAL,TOR,L,10,11,,49-103,5,49.5,Stewart,Castro,Law,4:08,N,9066,---,,2019,BAL
153,"Thursday, Sep 19",BAL,TOR,L,4,8,,49-104,5,50.5,Kay,Ynoa,,2:53,N,10148,----,,2019,BAL
154,"Friday, Sep 20",BAL,SEA,W,5,3,,50-104,5,49.5,Brooks,Hernandez,,2:27,N,11714,+,,2019,BAL
155,"Saturday, Sep 21",BAL,SEA,L,6,7,13,50-105,5,50.5,Altavilla,Scott,Swanson,4:42,N,22556,-,,2019,BAL
156,"Sunday, Sep 22",BAL,SEA,W,2,1,,51-105,5,50.5,Means,Gonzales,Bleier,2:11,D,17540,+,,2019,BAL
1,"Monday, Apr 3",BOS,PIT,W,5,3,,1-0,1,Tied,Porcello,Cole,Kimbrel,3:03,D,36594,+,,2017,BOS
2,"Wednesday, Apr 5",BOS,PIT,W-wo,3,0,12,2-0,1,Tied,Kelly,Bastardo,,3:53,N,36137,++,,2017,BOS
